sector,property_type,society,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,servant room,study room,others,pooja room,store room,furnishing_type,luxury_score
sector 37c,flat,imperia the esfera,1.1,5405.0,3,4,3,9.0,Relatively new property,1899.0,1,1,0,0,0,1,49
sector 85,flat,godrej air,1.83,10005.0,3,3,3+,18.0,Under Construction,2032.0,0,0,0,0,0,1,110
sector 65,flat,m3m heights,1.9,13991.0,2,2,2,40.0,Relatively new property,1358.0,0,0,0,0,0,1,48
sector 37d,flat,signature global the millennia,0.6,9231.0,2,2,3,7.0,New Property,625.0,0,0,0,0,0,1,35
sector 3,house,independent,0.55,7333.0,1,1,0,1.0,Moderately New Property,750.0,0,0,0,0,0,1,0
sohna road,flat,breez global heights,0.46,4842.0,2,2,2,4.0,Relatively new property,800.0,0,0,0,0,0,2,93
sector 27,house,independent,4.25,31481.0,5,5,3+,3.0,Relatively new property,1350.02,1,0,0,1,0,0,49
sector 102,flat,conscient heritage max,2.1,9772.0,3,4,3+,10.0,Relatively new property,1945.0,1,1,0,0,0,1,53
sector 12,flat,511 sarahah tower,0.6,8333.0,2,2,1,0.0,New Property,800.0,0,0,0,1,0,2,0
sector 83,flat,emaar palm gardens,1.55,9012.0,3,3,3,4.0,Relatively new property,1400.0,1,0,0,0,0,0,174
sector 22,house,saksham welfare association,4.7,19847.0,6,6,3+,2.0,Old Property,2368.12,0,0,0,1,1,0,106
sector 43,flat,dlf royalton tower,6.2,20687.0,4,4,3+,9.0,Moderately New Property,2712.0,1,0,0,0,0,1,7
sector 109,house,international city by sobha phase 1,6.3,9000.0,4,5,3+,2.0,Relatively new property,7000.0,0,0,0,0,0,0,122
sector 5,house,sheetla enclave,0.96,10000.0,2,4,2,3.0,Moderately New Property,945.0,0,0,0,1,1,0,0
sector 89,flat,smart world gems,1.25,8784.0,3,3,3,2.0,Under Construction,1288.0,0,0,0,1,0,1,12
sector 58,flat,ireo the grand arch,3.83,21577.0,3,4,2,10.0,Relatively new property,2000.0,1,1,0,0,0,0,174
sector 102,flat,shapoorji pallonji joyville gurugram,2.4,10545.0,4,4,3+,15.0,Relatively new property,1957.0,0,0,0,0,0,1,108
sector 5,house,house number b-34,0.8,8888.0,2,2,1,1.0,Old Property,900.0,0,0,0,0,0,1,0
sector 56,flat,park royal apartment,1.85,9024.0,3,4,3,7.0,Old Property,2278.0,1,0,0,0,0,1,72
sector 37d,flat,signature global city 37d ph 2,1.35,9375.0,3,3,3+,3.0,Under Construction,1600.0,0,0,0,1,0,1,51
sohna road,flat,gls arawali homes,0.35,6076.0,2,2,2,11.0,Relatively new property,528.0,0,0,0,0,0,1,64
sector 105,house,independent,9.9,49500.0,2,2,2,3.0,Moderately New Property,2000.0,0,0,0,0,0,1,0
sector 54,flat,sunischit apartments,1.75,7955.0,3,4,3+,5.0,Moderately New Property,1900.0,1,0,0,0,0,0,83
sector 67,flat,ireo victory valley,4.75,13930.0,4,4,3+,0.0,Relatively new property,3200.0,1,1,0,1,1,0,165
sector 82,flat,mapsko royale ville,0.99,5531.0,3,4,2,14.0,New Property,1620.0,1,0,0,0,0,1,95
sector 78,flat,raheja revanta,4.75,16886.0,3,3,2,31.0,Under Construction,2813.0,1,0,0,0,0,1,100
sector 33,flat,godrej nature plus,1.55,9955.0,3,2,3+,8.0,New Property,1730.0,0,0,0,0,0,1,43
sohna road,flat,gls arawali homes,0.3,5291.0,2,2,2,10.0,Relatively new property,516.0,0,0,0,0,0,1,42
sector 66,house,emaar mgf marbella,8.8,41615.0,4,4,3+,3.0,Relatively new property,2114.62,1,0,0,1,1,1,107
sector 79,flat,bestech altura,1.9,8837.0,3,4,3,11.0,Under Construction,1946.0,0,0,0,0,0,1,96
sector 86,flat,dlf the skycourt,1.56,8087.0,3,4,3+,17.0,Relatively new property,1580.0,0,0,0,0,1,1,174
sector 50,flat,the close north,2.7,10365.0,3,3,3+,6.0,Moderately New Property,2400.0,1,0,0,0,0,1,174
sector 99a,flat,prime habitat,0.26,4745.0,2,2,1,6.0,Relatively new property,611.0,0,0,1,0,0,1,79
sector 66,flat,emaar mgf palm studios,1.45,14796.0,2,2,3,3.0,Relatively new property,1082.0,0,0,0,0,0,1,92
sector 63a,flat,signature global city 63a,1.4,11336.0,2,2,2,3.0,Under Construction,1372.0,0,0,1,0,0,1,0
sector 26,house,dlf city plots,19.0,42054.0,6,6,3,2.0,Relatively new property,4518.0,1,1,0,0,0,0,121
sector 2,house,independent,6.0,24691.0,5,6,3+,3.0,Old Property,2430.0,0,1,1,1,0,0,43
sector 14,house,independent,4.15,18444.0,5,4,2,2.0,Old Property,2250.0,0,0,0,0,0,0,51
sector 43,house,ansal sushant lok plots,3.3,26570.0,1,1,0,2.0,Under Construction,1242.0,0,0,0,0,0,1,0
sector 86,flat,pyramid elite,0.45,7745.0,2,2,1,4.0,Under Construction,646.0,0,0,0,0,0,1,66
sector 36a,flat,avl 36 gurgaon,0.36,9000.0,1,1,1,7.0,Relatively new property,407.0,0,0,0,0,0,1,95
sector 107,flat,signature global solera,0.25,7862.0,1,1,0,0.0,Relatively new property,318.0,0,0,0,0,0,1,55
sector 69,flat,tulip violet,1.75,8883.0,4,4,1,12.0,Relatively new property,1783.0,0,0,0,0,0,1,86
sector 33,flat,jmd gardens,3.25,7509.0,4,4,3+,17.0,Old Property,4809.0,1,0,0,0,0,0,130
sector 104,flat,godrej summit,1.35,5000.0,4,5,3+,0.0,Relatively new property,3000.0,1,1,0,1,1,1,112
sector 92,flat,sare homes,1.18,5207.0,4,4,3,8.0,Relatively new property,2518.0,1,0,0,0,0,1,108
sector 52,house,raj villas,8.0,25543.0,6,5,3+,4.0,Moderately New Property,3131.97,0,0,0,0,0,1,0
sector 99a,flat,pareena laxmi apartments,0.3,5425.0,2,1,2,5.0,New Property,511.0,0,0,0,0,0,1,66
sector 33,flat,godrej nature plus,1.2,13363.0,2,2,0,11.0,Under Construction,85.0,0,0,0,0,0,1,56
sector 70,flat,unitech south park,1.13,7001.0,3,3,2,1.0,Under Construction,1457.0,0,0,0,0,0,1,46
sector 90,flat,shree vardhman flora,0.7,5323.0,2,2,3,9.0,New Property,1350.0,0,1,0,0,0,1,60
sector 69,flat,tulip violet,1.2,8889.0,2,3,1,0.0,Relatively new property,1222.0,0,0,0,0,0,1,150
sector 102,flat,emaar gurgaon greens,1.45,8788.0,3,3,3,8.0,Relatively new property,1300.0,1,0,0,0,0,1,49
sector 10a,house,independent,4.25,17955.0,4,3,2,1.0,Moderately New Property,2367.0,0,0,0,0,0,1,0
sohna road,flat,mvn athens,0.26,5394.0,2,2,1,5.0,Relatively new property,535.0,0,0,0,0,0,1,95
sector 95,flat,rof ananda,0.38,5901.0,3,2,1,2.0,Relatively new property,716.0,0,0,0,1,0,0,66
sector 102,flat,emaar gurgaon greens,1.45,14174.0,3,3,3,10.0,Relatively new property,1315.0,1,0,0,0,0,1,165
sector 25,house,independent,9.0,28490.0,10,10,3,3.0,Old Property,3159.0,0,0,0,1,0,0,64
sohna road,flat,ashiana anmol,0.88,11125.0,2,2,2,13.0,Relatively new property,1016.0,0,0,0,0,0,2,127
sector 65,flat,m3m skycity,3.0,16411.0,3,3,3,17.0,Under Construction,1828.0,0,0,0,0,0,1,99
sector 39,flat,milan cghs 9,2.0,8333.0,3,3,3+,0.0,Old Property,2400.0,0,0,0,0,0,1,0
sector 5,house,independent,3.5,14787.0,5,4,2,2.0,Old Property,2367.0,0,0,1,1,0,1,36
sector 57,house,independent,7.25,26852.0,9,9,3+,2.0,New Property,2700.0,1,0,1,1,0,0,49
sector 81,flat,bestech park view ananda,0.9,6618.0,2,2,3,8.0,New Property,1231.0,0,0,1,0,0,1,60
sector 81,flat,bestech park view grand spa,2.35,8835.0,3,4,3+,6.0,Relatively new property,2513.0,1,0,0,0,0,0,101
sector 48,house,vipul tatvam villa,7.69,24069.0,4,5,3,2.0,Moderately New Property,3195.0,1,1,0,1,1,0,110
sector 89,flat,adani aangan galleria,0.25,5000.0,1,1,1,6.0,New Property,430.0,0,0,0,0,0,1,74
sector 7,house,independent,2.25,15625.0,3,3,2,2.0,Old Property,1440.0,0,0,0,0,0,0,27
sector 113,flat,m3m capital,2.37,11499.0,4,4,3+,20.0,Under Construction,2060.0,0,1,0,0,0,1,143
sector 104,house,shree krishna homes,0.48,5556.0,2,2,1,1.0,New Property,795.0,0,1,1,1,0,1,44
sector 107,flat,signature global solera,0.28,5833.0,2,2,2,0.0,Relatively new property,543.0,0,0,0,0,0,1,45
sector 109,flat,brisk lumbini terrace homes,1.38,6339.0,3,3,1,4.0,Moderately New Property,2419.0,0,0,0,0,0,1,20
sector 79,flat,mapsko mount ville,1.28,8556.0,3,3,3,16.0,Relatively new property,1265.0,0,1,0,0,0,0,128
sector 56,flat,kendriya vihar,0.65,8609.0,1,1,1,0.0,Moderately New Property,839.0,0,0,0,0,0,1,143
sohna road,flat,signature global park,0.54,7248.0,2,1,3,1.0,New Property,828.0,0,0,0,0,0,1,65
sector 37d,flat,ramprastha primera,1.02,6000.0,3,2,3,22.0,Under Construction,1538.0,0,0,0,0,0,1,43
sector 48,flat,parsvnath green ville,1.86,7654.0,3,3,3+,6.0,Moderately New Property,2199.0,1,0,0,0,0,0,94
sector 86,flat,dlf the skycourt,1.72,8917.0,3,3,1,8.0,Relatively new property,1746.0,0,0,1,0,0,0,49
sector 72,flat,tata primanti,4.1,14099.0,4,5,3+,39.0,New Property,2629.0,1,0,1,0,0,1,103
sector 56,flat,the lions cghs,2.1,8750.0,3,4,3+,8.0,Old Property,2200.0,0,0,1,0,0,0,166
sector 33,flat,godrej nature plus,1.35,8671.0,3,2,3+,17.0,New Property,1409.0,0,0,0,0,0,1,38
sector 107,flat,m3m woodshire,1.8,7624.0,3,4,3+,2.0,Relatively new property,1837.0,1,0,0,0,0,1,129
sector 81,flat,bestech park view grand spa,2.22,8346.0,3,4,3+,15.0,Relatively new property,2407.0,1,0,0,0,0,0,174
sector 25,house,independent,10.0,37037.0,5,5,3+,3.0,Moderately New Property,9500.0,1,0,0,1,0,2,29
sector 79,flat,godrej,2.5,11141.0,3,3,3+,5.0,Relatively new property,2244.0,0,0,0,0,0,1,0
sector 50,house,unitech espace,10.45,32253.0,5,7,3+,3.0,Moderately New Property,3240.0,1,1,1,1,0,0,153
sector 79,flat,godrej,2.0,8453.0,3,4,3+,2.0,Relatively new property,2629.0,1,0,0,0,0,0,156
sector 65,flat,m3m golfestate,5.9,17544.0,3,3,3,9.0,Moderately New Property,3043.0,0,1,0,0,0,2,21
sector 112,flat,experion windchants,5.6,11551.0,4,6,3+,8.0,Relatively new property,3655.35,1,0,0,0,0,0,168
sector 43,house,independent,3.35,26973.0,1,1,0,1.0,Old Property,1241.98,0,0,0,0,0,1,9
manesar,flat,hsiidc sidco aravali,0.9,3478.0,3,3,3,2.0,Old Property,1900.0,1,0,0,0,0,2,21
sector 52,flat,huda housing board society,0.45,9740.0,1,1,0,0.0,Moderately New Property,513.0,0,0,0,1,0,0,43
sector 91,flat,tarc maceo,1.75,11118.0,4,3,3+,8.0,Relatively new property,2107.0,1,1,0,1,1,1,128
sector 45,house,independent,10.0,30864.0,6,6,3+,4.0,Moderately New Property,3240.0,1,1,0,1,1,0,70
sector 67,flat,m3m merlin,3.4,14419.0,3,4,3,17.0,Relatively new property,2134.0,1,0,0,0,0,0,174
sector 88a,flat,the center court,2.1,12174.0,4,4,3,0.0,New Property,1745.0,1,1,0,0,0,1,142
sector 102,flat,adani m2k oyster grande,1.8,9529.0,3,4,3,17.0,Relatively new property,1710.0,1,0,0,0,0,1,49
sector 92,flat,sare crescent parc royal greens phase 1,1.0,3713.0,4,4,3,15.0,New Property,1828.0,0,0,0,0,0,1,31
sector 93,house,dlf gardencity enclave,1.3,11284.0,3,2,1,3.0,Relatively new property,1152.0,0,0,0,0,0,1,50
sector 70a,flat,bptp astaire gardens,0.97,6585.0,3,3,3+,1.0,Relatively new property,1339.0,0,0,1,0,0,1,149
sector 45,house,independent,7.35,29697.0,6,4,3+,3.0,Old Property,2475.0,1,1,0,1,1,0,61
sector 84,flat,pivotal devaan,0.35,7246.0,2,2,2,4.0,Relatively new property,537.0,0,0,0,0,0,1,37
sector 17,house,iffco nagar and 17b rwa,2.98,20566.0,2,6,3+,3.0,Relatively new property,1448.99,0,1,0,1,0,1,78
sector 54,flat,dlf park place,4.85,25867.0,3,4,3+,25.0,Relatively new property,1875.0,1,0,0,0,0,0,26
sector 66,flat,bptp mansions park prime,3.0,10854.0,4,4,3,3.0,Relatively new property,2700.0,1,1,1,1,0,0,174
sector 109,house,international city by sobha phase 2,7.0,11240.0,5,5,3+,2.0,Relatively new property,6228.0,1,0,0,0,0,1,129
sector 108,flat,raheja vedaanta,0.95,5214.0,3,3,3,3.0,Relatively new property,1649.0,0,0,1,0,0,1,95
sector 66,flat,emaar mgf the palm drive,4.6,18400.0,3,3,3,11.0,Relatively new property,2882.0,1,1,0,1,1,1,131
sector 56,flat,meditech apartment,2.45,8167.0,4,4,3+,1.0,Relatively new property,2900.0,0,0,1,0,0,0,118
sector 108,flat,sobha city,2.6,15196.0,3,3,2,8.0,Relatively new property,1711.0,0,0,0,0,0,1,99
sector 93,flat,signature global orchard avenue,0.4,5479.0,2,2,0,0.0,Relatively new property,730.0,0,0,0,0,0,1,0
sector 99a,flat,pareena coban residences,1.13,5658.0,3,5,3,5.0,Relatively new property,1790.0,1,0,1,0,0,1,49
sector 28,flat,dlf regency park,1.91,16609.0,2,2,2,11.0,New Property,1278.0,0,0,0,0,0,2,98
sector 25,house,nul,9.5,33404.0,9,9,3+,3.0,Old Property,2844.0,0,0,1,0,0,1,81
sector 2,house,ansals palam vihar,9.0,19231.0,5,5,2,2.0,Old Property,4680.0,1,1,0,1,1,2,110
sector 25,house,dlf city plots phase 2,15.5,34307.0,5,6,3+,3.0,Moderately New Property,4518.0,1,1,0,1,1,1,144
sector 2,flat,bestech park view residency,0.55,8462.0,1,1,2,7.0,Moderately New Property,588.0,0,0,0,0,0,1,31
sector 37c,flat,apex our homes,0.33,3568.0,2,2,1,3.0,Relatively new property,850.0,0,0,0,0,0,0,158
sector 72,flat,tata primanti,4.1,13726.0,3,3,3,8.0,Moderately New Property,2308.0,1,0,0,0,0,1,38
sector 99,flat,assotech blith,0.92,6740.0,2,2,3+,22.0,Under Construction,1235.0,0,0,0,0,0,1,56
sector 65,flat,m3m golfestate,6.15,15999.0,3,5,3+,1.0,Relatively new property,4271.0,1,0,0,0,0,2,49
sector 13,house,independent,1.5,10518.0,2,2,2,3.0,Old Property,1426.0,0,1,0,1,0,1,7
sector 49,flat,orchid petals,2.55,12319.0,3,4,3,8.0,Relatively new property,2060.0,0,1,0,0,0,0,49
sector 3 phase 2,house,independent,1.0,11111.0,3,4,2,2.0,Relatively new property,900.0,0,0,0,0,0,1,0
sector 46,house,independent,4.25,23148.0,5,4,2,3.0,Moderately New Property,1836.01,0,0,0,0,1,0,57
sector 82,house,vatika india next,6.5,20062.0,4,3,0,2.0,Relatively new property,3239.96,0,0,0,0,0,1,0
sector 83,flat,vatika lifestyle homes,1.1,6268.0,3,3,2,8.0,Relatively new property,1588.0,0,1,0,1,1,0,174
sector 105,house,row house,0.43,9135.0,3,3,3,2.0,Relatively new property,1050.0,0,0,0,0,0,1,0
sector 71,flat,signature andour heights,0.65,10172.0,2,2,1,10.0,Relatively new property,590.0,0,0,0,0,0,0,23
sohna road,flat,tulsiani easy in homes,0.4,7921.0,2,2,3,9.0,Under Construction,561.0,0,0,0,0,0,1,36
sector 104,flat,puri emerald bay,2.6,15160.0,3,4,3+,5.0,Relatively new property,2061.0,1,1,0,0,0,1,81
sector 104,flat,zara aavaas,0.65,8519.0,3,2,2,7.0,New Property,848.0,0,0,0,0,0,1,65
sector 85,flat,ss the leaf,1.06,6344.0,2,2,2,12.0,Relatively new property,1512.0,0,0,0,0,0,1,44
sector 61,flat,smart world orchard,1.55,13478.0,2,2,1,3.0,Under Construction,1041.0,0,1,0,0,0,1,43
sector 104,flat,ats triumph,1.75,7642.0,3,4,3+,12.0,Relatively new property,2036.0,1,1,1,1,0,0,21
sector 33,flat,central park flower valley,2.15,13522.0,3,3,3+,1.0,New Property,1439.0,0,0,0,0,0,1,31
sector 108,flat,sobha city,3.95,16859.0,3,4,2,15.0,Relatively new property,2343.0,1,0,0,0,0,1,49
sector 43,house,independent,8.25,30556.0,5,6,3+,3.0,Moderately New Property,2700.0,1,1,0,1,1,0,64
sector 2,flat,supertech hilltown,0.8,5556.0,3,2,3,8.0,Moderately New Property,1440.0,0,0,0,0,0,1,0
sector 83,flat,emaar palm gardens,1.8,12000.0,3,4,3+,6.0,Relatively new property,1667.0,1,0,0,0,0,0,96
sector 36a,flat,krisumi waterfall residences,2.3,15551.0,2,2,2,23.0,Relatively new property,1479.0,0,0,0,0,0,1,58
sector 69,flat,tulip violet,1.44,9125.0,3,3,2,1.0,Relatively new property,1381.0,0,0,0,1,0,1,174
sector 65,flat,emaar mgf emerald floors premier,2.79,14127.0,4,4,3+,2.0,Relatively new property,2194.0,1,1,0,0,0,2,174
sector 95,flat,ramsons kshitij,0.4,5839.0,3,2,2,6.0,New Property,761.0,0,0,0,0,0,1,0
sector 90,flat,dlf new town heights,1.21,6244.0,3,3,3+,7.0,Relatively new property,1929.0,1,0,0,1,0,1,127
sector 89,flat,m3m soulitude,1.28,8828.0,3,3,2,4.0,Under Construction,1611.0,0,1,0,0,0,1,114
manesar,flat,dlf express greens,1.6,6809.0,4,6,3+,4.0,Relatively new property,2611.0,1,1,0,1,0,1,49
sector 81,flat,bestech park view grand spa,3.0,9419.0,4,5,2,6.0,Relatively new property,2882.0,1,0,0,0,0,0,110
sector 83,flat,emaar palm gardens,1.35,12329.0,3,3,3,7.0,Relatively new property,1387.0,1,0,0,0,0,1,24
sector 102,flat,emaar gurgaon greens,1.35,10800.0,3,4,3+,9.0,Relatively new property,1400.0,1,0,0,1,0,0,174
sector 8,house,independent,0.82,10224.0,2,4,0,2.0,Moderately New Property,891.0,0,0,0,0,0,1,0
sector 85,flat,ss the leaf,1.83,7609.0,3,4,3,9.0,Relatively new property,1925.0,0,0,0,0,0,1,49
sector 106,flat,paras dews,1.4,6001.0,3,4,3+,12.0,Under Construction,1593.0,1,1,1,0,0,1,55
sector 33,flat,central park flower valley aqua front towers,2.96,13871.0,4,4,3,1.0,New Property,2371.0,1,0,0,0,0,0,24
sector 108,flat,experion the heartsong,1.3,8344.0,3,3,3+,7.0,Relatively new property,1661.0,0,1,0,0,0,1,150
sector 49,house,eros rosewood city,3.75,22046.0,3,3,1,2.0,Old Property,1700.99,0,0,0,1,0,0,6
sector 4,house,independent,0.47,10601.0,2,2,1,2.0,New Property,50.0,0,1,0,0,0,0,73
sector 71,flat,signature andour heights,0.39,9848.0,1,1,2,1.0,New Property,294.0,0,0,0,0,0,1,0
sector 69,flat,surendra avenue 69,0.75,6818.0,2,2,2,4.0,Moderately New Property,1100.0,0,0,0,0,0,1,0
sector 79,flat,mapsko mount ville,1.2,13841.0,3,3,3,18.0,Relatively new property,1165.0,0,1,0,1,0,0,160
sector 70,flat,krrish florence estate,1.25,6702.0,3,3,3,18.0,Under Construction,1688.0,0,0,0,0,0,1,51
sector 68,flat,m3m sierra 68,1.05,8537.0,2,2,2,11.0,New Property,1200.0,0,0,0,0,0,0,127
sector 111,flat,puri diplomatic greens,3.45,11695.0,4,5,3+,10.0,Relatively new property,2670.0,1,0,0,0,0,1,101
sector 81,flat,bestech spa signature,4.4,12571.0,4,4,3+,6.0,New Property,3700.0,1,1,1,1,0,2,49
sector 33,house,unitech uniworld resorts,8.0,17778.0,6,5,3+,4.0,Relatively new property,4499.94,0,0,0,0,0,1,0
sector 82,flat,vatika the seven lamps,1.39,6411.0,3,3,3+,11.0,Relatively new property,1955.0,1,1,0,0,0,0,117
sector 108,flat,sobha city,2.95,14728.0,3,4,2,12.0,Relatively new property,2003.0,0,0,0,0,0,1,49
sector 63a,flat,aipl joy square,0.7,10101.0,1,1,0,7.0,Under Construction,693.0,0,0,0,0,0,1,0
sector 69,flat,tulip violet,1.7,10773.0,3,3,2,0.0,Relatively new property,1428.0,0,0,0,1,0,1,49
sector 24,flat,ambience caitriona,14.0,22222.0,4,5,3,3.0,Old Property,6300.0,0,0,0,0,0,1,0
sector 106,flat,paras dews,1.2,6818.0,3,4,3+,9.0,Relatively new property,1186.0,1,0,0,0,0,1,174
sector 108,house,sobha city,10.5,14323.0,5,4,3+,1.0,Relatively new property,7331.0,0,0,0,0,0,1,59
sector 2,flat,bestech park view residency,0.56,8629.0,1,2,2,7.0,Moderately New Property,723.0,0,0,0,0,0,1,92
sector 82,flat,mapsko casa bella,1.75,6903.0,4,5,3+,1.0,Relatively new property,2535.0,0,0,0,0,0,1,54
sector 82,flat,mapsko royale ville,1.12,8000.0,3,4,2,6.0,Relatively new property,1500.0,1,0,0,1,0,1,174
sector 82,flat,vatika independent floors,0.67,5826.0,2,2,3,2.0,Moderately New Property,1150.0,0,0,0,0,0,1,53
sector 49,flat,orchid petals,4.79,11629.0,5,5,3+,14.0,Relatively new property,3724.0,1,1,0,1,0,1,49
sector 85,flat,ss the leaf,1.65,6852.0,3,4,3,9.0,New Property,2179.0,0,0,0,1,0,1,21
sector 21,house,independent,0.45,8411.0,3,2,1,1.0,Old Property,594.0,0,0,0,0,0,1,0
sector 79,flat,supertech araville,1.45,7455.0,3,3,3,3.0,Relatively new property,2161.0,0,0,0,0,0,1,0
sector 50,flat,the close north,2.65,11277.0,3,3,3+,3.0,Moderately New Property,2491.0,1,0,0,0,0,1,174
sector 9,house,independent,0.6,10753.0,3,3,1,2.0,Relatively new property,558.0,0,0,0,0,0,1,0
sector 65,flat,m3m latitude,4.7,19748.0,3,3,3+,9.0,Relatively new property,2380.0,1,0,0,1,0,0,44
sector 63a,flat,signature global city 63a,1.55,14776.0,2,2,2,2.0,Under Construction,1167.0,0,0,0,0,0,1,0
sector 2,house,ansal api spanish court,2.9,18626.0,4,4,3,2.0,Relatively new property,1556.96,0,0,0,0,1,0,49
sector 28,house,dlf city plots phase 4,9.54,29444.0,6,5,3+,3.0,New Property,3240.0,1,1,0,1,1,1,153
sector 56,flat,park view apartment,1.74,7565.0,3,3,3+,2.0,Old Property,2400.0,1,0,0,1,0,0,104
sector 106,flat,paras dews,1.25,11062.0,3,4,3+,7.0,Relatively new property,1186.0,1,1,0,0,0,1,167
sector 90,flat,dlf regal gardens,1.25,7167.0,3,3,2,11.0,Relatively new property,1578.0,0,0,1,0,0,1,14
sector 110,flat,mahindra aura,2.25,9267.0,4,4,3+,2.0,Relatively new property,2350.0,1,0,0,0,0,1,152
sector 68,flat,m3m sierra 68,1.08,8675.0,2,2,3,1.0,Relatively new property,1130.0,0,0,0,0,0,0,149
sector 33,flat,central park flower valley,2.5,13270.0,3,3,2,1.0,Under Construction,2093.0,0,0,0,0,0,1,66
sector 37c,flat,imperia the esfera,1.4,5385.0,4,5,3,9.0,Relatively new property,2343.0,1,1,1,1,0,1,49
sector 90,flat,shree vardhman flora,0.66,5077.0,2,2,3,4.0,Relatively new property,1122.0,0,1,0,0,0,1,119
sector 105,house,independent,0.55,10913.0,2,4,0,2.0,Moderately New Property,56.0,0,0,0,0,0,1,0
sector 11,flat,global hill view,0.33,4269.0,2,2,0,11.0,Relatively new property,761.0,0,0,0,0,0,1,0
sector 74,flat,m3m skywalk,1.6,11380.0,2,2,2,28.0,New Property,1272.0,0,0,0,0,0,1,15
sector 37c,flat,piedmont taksila heights,0.9,5856.0,3,3,3,9.0,Moderately New Property,1537.0,0,0,0,0,0,0,94
sector 85,flat,ss the leaf,1.25,7180.0,2,2,2,16.0,Relatively new property,1934.0,0,0,0,0,0,0,49
sohna road,flat,signature global park,0.65,7295.0,2,2,3,1.0,New Property,822.0,0,0,0,0,0,1,58
sector 68,flat,m3m the marina,1.02,8095.0,2,2,2,11.0,Relatively new property,1250.0,0,0,1,0,0,0,49
sector 52,flat,residency grand,5.0,7692.0,5,7,3+,1.0,Moderately New Property,5778.0,1,0,0,1,0,1,77
sector 43,house,independent,6.5,35400.0,5,4,3+,3.0,Moderately New Property,1836.16,1,0,0,1,0,0,54
sector 3 phase 3 extension,house,independent,0.55,5000.0,2,1,0,1.0,Moderately New Property,1100.0,0,0,0,0,0,1,0
sector 57,house,ansal florence super,3.75,23148.0,3,4,3,2.0,Moderately New Property,1620.01,1,1,0,0,1,0,38
sector 77,flat,emaar mgf palm hills,1.09,5383.0,3,4,3+,5.0,Relatively new property,1833.0,1,0,1,0,0,0,167
sector 81,flat,dlf the ultima,2.28,10842.0,3,3,3+,14.0,Relatively new property,1750.0,1,0,0,0,0,2,49
sector 109,flat,chintels paradiso,1.97,7490.0,4,4,2,11.0,Relatively new property,2380.0,1,0,0,1,0,1,49
sector 67,flat,ansal api esencia,1.2,7407.0,3,3,2,1.0,Relatively new property,200.0,0,0,0,0,0,1,49
sector 71,flat,chd avenue,1.2,7407.0,3,3,3,4.0,Relatively new property,1466.0,0,0,1,0,0,0,49
sector 25,house,independent,16.0,26667.0,6,5,2,3.0,Relatively new property,6000.0,0,0,0,0,0,1,0
sector 109,flat,ats kocoon,1.65,10645.0,3,3,3,19.0,Relatively new property,1650.0,0,0,0,0,1,0,159
sector 63,house,dlf the arbour,8.5,21519.0,4,4,3+,27.0,New Property,3950.0,0,0,0,0,0,1,61
sohna road,flat,signature global park,0.53,6386.0,2,2,2,2.0,Relatively new property,913.0,0,0,0,1,0,1,168
sohna road,flat,breez global hill view,0.35,6318.0,2,2,2,14.0,New Property,616.0,0,0,0,0,0,1,53
sector 30,flat,afnhb jalvayu vihar,1.3,10000.0,3,3,2,2.0,Old Property,1401.0,0,0,0,0,0,1,19
sector 33,flat,godrej nature plus,1.07,7726.0,2,2,2,14.0,Under Construction,1253.0,0,0,0,0,0,1,68
sector 108,flat,sobha city,2.45,14040.0,3,3,3,15.0,Relatively new property,1460.0,0,0,0,0,0,1,49
sector 79,flat,bestech altura,2.69,12500.0,3,4,3+,3.0,New Property,2152.0,1,0,0,0,0,1,49
sector 43,flat,kamroon court,2.75,13750.0,3,4,3+,5.0,Moderately New Property,2222.0,1,0,1,0,0,0,49
sector 3 phase 2,house,independent,0.4,8000.0,2,1,0,1.0,Relatively new property,500.0,0,0,0,0,0,1,0
gwal pahari,flat,suncity vatsal valley,1.45,10140.0,3,3,3,4.0,Under Construction,1430.0,0,0,0,0,0,1,49
sector 113,flat,tata gurgaon gateway,1.75,10442.0,2,2,2,10.0,Relatively new property,1430.0,0,1,0,0,0,1,104
sector 67,flat,m3m merlin,2.8,13679.0,3,3,3,5.0,Moderately New Property,2047.0,1,0,0,0,0,2,26
